"","Domain","EIN","Name","TwitterHandle"
"5261","secondlifebikes.org","273484801","SECOND LIFE BIKES INC","secondlifebikes"
"5262","seeconline.org","521557285","SEEC","SEECONLINE"
"5263","seedfoundation.com","541850819","THE SEED FOUNDATION","TheSEEDFdn"
"5264","seedsavers.org","431214133","SEED SAVERS EXCHANGE INC","Seedsaversx"
"5265","seedsnc.org","561876445","SOUTHEASTERN EFFORTS DEVELOPING","SEEDS_nc"
"5266","seeforever.org","521942257","SEE FOREVER FOUNDATION","ITGrlLisaSimone"
"5267","seeforever.org","522098650","THE MAYA ANGELOU PUBLIC CHARTER SCHOOL","ITGrlLisaSimone"
"5268","seekidsdream.org","263616431","SEE KIDS DREAM","seekidsdream"
"5269","seleni.org","900728260","SELENI HOUSE FOUNDATION INC","selenidotorg"
"5270","selfhelp.net","131624178","SELFHELP COMMUNITY SERVICES INC","SelfhelpNY"
"5271","selfhelpelderly.org","941750717","SELF-HELP FOR THE ELDERLY","SelfHelpElderly"
"5272","selfhelpelderly.org","942919237","PINE VIEW HOUSING CORPORATION","SelfHelpElderly"
"5273","sendacow.org","464096938","Send a Cow Inc","SendaCow"
"5274","seniorpharmassist.org","562084639","SENIOR PHARMASSIST INC","SrPharmAssist"
"5275","sentebale.org","264577639","American Friends of Sentebale Foundation","Sentebale"
"5276","seriousfunnetwork.org","311794455","SERIOUSFUN CHILDREN'S NETWORK","SeriousFunCamps"
"5277","serpinstitute.org","300231116","STRATEGIC EDUCATION RESEARCH","SERPInstitute"
"5278","sertoma.org","237057902","SERTOMA CLUB OF LAS CRUCES INC","SertomaHQ"
"5279","sertoma.org","630655922","SERTOMA INC","SertomaHQ"
"5280","servantforge.org","201660508","THE SERVANT FORGE INC","ServantForge"
"5281","serverhodeisland.org","50479705","RHODE ISLAND COMMISSION FOR NATIONAL AND","Serve_RI"
"5282","servings.org","223154028","COMMUNITY SERVINGS INC","communityserv"
"5283","servingseniors.org","952850121","SERVING SENIORS","ServingSeniors"
"5284","sesameworkshop.org","132655731","SESAME WORKSHOP","SesameWorkshop"
"5285","setoncenterinc.org","521182284","SETON CENTER INC","SetonCenterInc"
"5286","setoncove.net","742727509","THE SETON COVE","SetonCove"
"5287","setonhill.edu","250965557","SETON HILL UNIVERSITY","SetonHillWSR"
"5288","setonhill.edu","20790268","SETON HILL PROPERTIES","SetonHillWSR"
"5289","seva.org","382231279","SEVA FOUNDATION","Seva_Foundation"
"5290","sevenhills.org","43293659","SEVEN HILLS FOUNDATION","SevenHillsFound"
"5291","sfcapc.org","942455072","San Francisco Child Abuse","sfcapc"
"5292","sfcatholic.org","460275690","CATHOLIC FAMILY SERVICES","SFDiocese"
"5293","sfcmc.org","941156270","COMMUNITY MUSIC CENTER","communitymusic"
"5294","sfghf.org","943189424","SAN FRANCISCO GENERAL HOSPITAL FOUNDATION","SFGHFoundation"
"5295","sfgmc.org","942576101","GOLDEN GATE PERFORMING ARTS INC","SFGMC"
"5296","sfhumanesociety.com","460239786","SIOUX FALLS AREA HUMANE SOCIETY","SFAdopt"
"5297","sfn.org","520895843","SOCIETY FOR NEUROSCIENCE","SfNtweets"
"5298","sfopera.com","940836240","SAN FRANCISCO OPERA ASSOCIATION","MatthewShilvock"
"5299","sfstl.org","436031234","THE SCHOLARSHIP FOUNDATION OF ST LOUIS","SFofStL"
"5300","sfsymphony.org","941156284","SAN FRANCISCO SYMPHONY","SFSymphony"
"5301","sfvillage.org","261300020","SAN FRANCISCO VILLAGE","SF_Village"
"5302","sga-youth.org","362167916","SGA Youth & Family Services NFP","SGA_Youth"
"5303","shadowcliff.org","753008627","SHADOWCLIFF","Shadowcliff1959"
"5304","shadysideacademy.org","250965561","SHADY SIDE ACADEMY","shady_side"
"5305","shakervillageky.org","610592561","SHAKERTOWN AT PLEASANT HILL","shakervillageky"
"5306","shalomdc.org","530212445","The Jewish Federation of Greater","JFGW"
"5307","sharedharvest.org","311096571","SHARED HARVEST FOODBANK INC","SharedHarvest83"
"5308","sharefoodbringhope.org","431238934","The Food Bank for Central &","TheFoodBankMO"
"5309","sharehouse.org","262708205","SHAREHOUSE FOUNDATION","ShareHouseFargo"
"5310","sharehouse.org","510183396","SHARE HOUSE INC","ShareHouseFargo"
"5311","sharespace.org","541897591","Sharespace Foundation","ShareSpaceOrg"
"5312","shareyourcare.org","850237569","SHARE YOUR CARE INC","ShareYourCareNM"
"5313","sharp.com","953782169","Sharp Memorial Hospital","sharphealthcare"
"5314","sharp.com","950651579","SHARP CORONADO HOSPITAL & HEALTHCARE CENTER","sharphealthcare"
"5315","sharp.com","330449527","Grossmont Hospital Corporation","sharphealthcare"
"5316","sharsheret.org","134198529","SHARSHERET INC","Sharsheret"
"5317","shecklerfoundation.org","261993629","THE SHECKLER FOUNDATION","SheckFoundation"
"5318","sheissafe.org","223886094","She Is Safe Inc","SheIsSafe"
"5319","sheldrickwildlifetrust.org","300224549","UNITED STATES FRIENDS OF THE","cinergizerbunny"
"5320","shelterhouse.org","521217106","SHELTER HOUSE INC","ShelterHouseInc"
"5321","shelton.org","751507280","JUNE SHELTON SCHOOL & EVALUATION CENTER","SheltonAlumni"
"5322","shepherdshope.org","593420727","SHEPHERD'S HOPE INC","ShepherdsHope"
"5323","sheppardpratt.org","520591684","SHEPPARD PRATT HEALTH SYSTEM INC","SheppardPratt"
"5324","sheshouldrun.org","204210843","SHE SHOULD RUN","SheShouldRun"
"5325","shin-ibs.edu","941700607","Institute of Buddhist Studies","ShinIBS"
"5326","shineonsierraleone.org","262755849","SHINE ON SIERRA LEONE","ShineOnSL"
"5327","shorecrest.org","237412158","SHORECREST PREPARATORY SCHOOL INC","Shorecrest"
"5328","shorter.edu","582624570","Shorter University","SU_Advancement"
"5329","showmeinstitute.org","201957878","SHOW-ME INSTITUTE","ShowMe"
"5330","shrhabitat.org","541476409","HABITAT FOR HUMANITY OF SOUTH","HabitatSHR"
"5331","shwachman-diamond.org","431709945","SHWACHMAN-DIAMOND SYNDROME FOUNDATION","cureforafuture"
"5332","siam.org","231496016","SOCIETY FOR INDUSTRIAL AND APPLIED MATHEMATICS","TheSIAMNews"
"5333","sicklecelldisease.org","237175985","SICKLE CELL DISEASE ASSOCIATION OF AMERICA INC","SCDAAorg"
"5334","sicklecelldisease.org","751384657","SICKLE CELL DISEASE ASSOCIATION OF AMERICA FT WORTH","SCDAAorg"
"5335","sidewalkadvocates.org","800941301","SIDEWALK ADVOCATES FOR LIFE","RvaAdvocates"
"5336","sidsresources.org","431344645","SUDDEN INFANT DEATH SYNDROME RESOURCES INC","SIDSResources"
"5337","siena.edu","141338498","SIENA COLLEGE","SienaCollege"
"5338","sienafrancis.org","470601005","SIENA FRANCIS HOUSE","Siena_Francis"
"5339","sierraff.org","680002878","SIERRA FOREVER FAMILIES","Sierraff"
"5340","siff.net","911489660","SIFF","SIFFnews"
"5341","sightcenter.org","20223606","NEW HAMPSHIRE ASSOCIATION FOR THE BLIND","SightCenterNH"
"5342","sightlife.org","237051021","SIGHTLIFE","SightLife"
"5343","sigmachi.org","362208386","SIGMA CHI FOUNDATION","SigmaChi"
"5344","sigmaxi.org","60655494","SIGMA XI THE SCIENTIFIC RESEARCH S","SigmaXiSociety"
"5345","sihb.org","910869056","SEATTLE INDIAN HEALTH BOARD","SIHB1"
"5346","sijcc.org","135562256","Jewish Community Center of SI Inc","SIJCCdotORG"
"5347","sikhcoalition.org","223834037","THE SIKH COALITION","sikh_coalition"
"5348","siliconvalleycf.org","205205488","SILICON VALLEY COMMUNITY FOUNDATION","siliconvalleycf"
"5349","siloamhealth.org","581867940","SILOAM FAMILY HEALTH CENTER","SiloamFHC"
"5350","silverringthing.com","251376083","SILVER RING THING","SilverRingThing"
"5351","simn-global.org","593841869","Scalabrini International Migration Network","SIMNWorldwide"
"5352","simoneskids.com","272202937","SIMONES KIDS INC","Simoneskids"
"5353","simonfamilyj.org","540616479","MARILYN AND MARVIN SIMON FAMILY","SimonFamilyJ"
"5354","simplycats.org","820445263","Just Strays Animal Foundation Inc","SimplyCats"
"5355","sinai.org","361509000","MOUNT SINAI HOSPITAL MEDICAL CENTER","SinaiChicago"
"5356","sinai.org","362179802","Schwab Rehabilitation Hospital and Care","SinaiChicago"
"5357","sinai.org","363166895","Sinai Health System","SinaiChicago"
"5358","singforhope.org","10856384","SING FOR HOPE INC","singforhope"
"5359","sistersoftheroad.org","930748169","SISTERS OF THE ROAD INC","sisterspdx"
"5360","sistersplacect.org","61079879","MY SISTERS' PLACE INC","MSPCT"
"5361","sites.google.com","742720955","BURNET VOLUNTEER FIRE DEPARTMENT","GeorgeCredland"
"5362","sites.google.com","383481957","MCBAIN RURAL AGRICULTURAL SCHOOL","msbartellsclass"
"5363","sites.google.com","570442613","Strom Thurmond Foundation Inc","OMGConservation"
"5364","sites.google.com","200045564","LEWIS COUNTY DEVELOPMENT CORPORATION","sustainablerain"
"5365","sites.google.com","461809579","VIBE SHOW CHOIR SUPPORTERS INC MICHELE DANIELS PRESIDENT","sustainablerain"
"5366","sites.google.com","411704270","MANKATO WEST BOOSTER CLUB","ellenjfoster"
"5367","sites.google.com","237310686","PORT ARTHUR INTERNATIONAL SEAMEN'S","sustainablerain"
"5368","sites.google.com","680224703","HERITAGE OAK PTA","sarah_kaplan"
"5369","sites.google.com","146032446","BETHLEHEM CENTRAL ATHLETIC ASSOCIATION","msbartellsclass"
"5370","sites.google.com","770428804","PORTAL SCHOOL COMMUNITY ORGANIZATION","CoachWCompton"
"5371","sitesantafe.org","850413922","SITE SANTA FE","SITESantaFe"
"5372","sitesofconscience.org","204874389","THE INTERNATIONAL COALITION OF HISTORIC",NA
"5373","sjcc.org","900953408","SAMUEL AND ALTHEA STROUM JEWISH COMMUNITY CENTER","StroumJCC"
"5374","sjchamber.com","770351510","SJSV COMMUNITY BENEFIT FOUNDATION","MatthewMahood"
"5375","sjchs.org","581553254","CANDLER FOUNDATION INC","chooseSJC"
"5376","sjchs.org","580568702","SAINT JOSEPH'S HOSPITAL INC","chooseSJC"
"5377","sjjtitans.org","542111686","SAINT JOHN'S JESUIT HIGH SCHOOL FOUNDATION","StJohnsJesuit"
"5378","sjo.org","951643359","ST JOSEPH HOSPITAL OF ORANGE","StJosephOrange"
"5379","sjogrens.org","112779073","SJOGREN'S SYNDROME FOUNDATION INC","SjogrensOrg"
"5380","sjusd.org","770142543","Hacienda Involved Parents and Staff","SanJoseUnified"
"5381","sjwjobs.org","860600437","ST JOSEPH THE WORKER","StJoetheWorker"
"5382","skidmore.edu","141338562","SKIDMORE COLLEGE","SkidmoreCollege"
"5383","skincancer.org","132948778","THE SKIN CANCER FOUNDATION INC","SkinCancerOrg"
"5384","skirball.org","954538371","SKIRBALL CULTURAL CENTER","Skirball_LA"
"5385","sksfcolorado.org","841476535","Special KidsSpecial Families Inc","SKSFcolorado"
"5386","skycommunitypartners.com","800406182","SKY COMMUNITY PARTNERS INC","_SkyCP"
"5387","skylandtrail.org","581489941","George West Mental Health","SkylandTrail"
"5388","slcap.org","870269683","SALT LAKE COMMUNITY ACTION PROGRAM","_realfoodrising"
"5389","sloca.org","50523962","St Louis Ovarian Cancer Awareness","STLOvarian"
"5390","slocasa.org","770316227","COURT APPOINTED SPECIAL ADVOCATES","SLOCASA"
"5391","slofoodbank.org","770210727","FOOD BANK COALITION OF SAN LUIS OBISPO COUNTY","slofoodbank"
"5392","slowfoodusa.org","134100161","SLOW FOOD USA INC","SlowFoodUSA"
"5393","slu.edu","430654872","SAINT LOUIS UNIVERSITY","SLUPresident"
"5394","smartgivers.org","410652474","CHARITIES REVIEW COUNCIL","smartgivers"
"5395","smartkidswithld.org","61544545","SMART KIDS WITH LEARNING DISABILITIES","smartkidswld"
"5396","smbgc.org","951890706","BOYS CLUB OF SANTA MONICA INC","SMBGC"
"5397","smeef.org","382746841","SME Education Foundation","mfgeducation"
"5398","smfm.org","742052541","SOCIETY FOR MATERNAL-FETAL MEDICINE","k8eschubert"
"5399","smga.org","561884763","SOUTHERN GOSPEL MUSIC ASSOCIATION INC","SMGAWarriorGolf"
"5400","smhf.org","510188568","SARASOTA MEMORIAL HEALTHCARE FOUNDATION INC","smhf_org"
"5401","smpte.org","131624188","SOCIETY OF MOTION PICTURE AND TELEVISION","smpteconnect"
"5402","smu.edu","752731238","ISEM INC(FORMERLY ISEM FOUNDATION)","ArtsResearch"
"5403","smu.edu","756052408","INSTITUTE FOR THE STUDY OF EARTH &","ArtsResearch"
"5404","smuinballet.org","943197247","SMUIN BALLET","smuinballet"
"5405","smusd.org","330254169","LA COSTA MEADOWS SCHOOL","SEMSEagles"
"5406","smvhs.org","770002949","SANTA MARIA VALLEY HUMANE SOCIETY","smvhumane"
"5407","snacknyc.com","205934666","SNACK & FRIENDS INC","SNACKnyc"
"5408","sname.org","135631379","SOCIETY OF NAVAL ARCHITECTS AND MARINE ENGINEERS","SNAME_HQ"
"5409","snapalabama.org","631121259","SPAY NEUTER ACTION PROJECT","SNAP_Huntsville"
"5410","snapwa.org","911311127","SPOKANE NEIGHBORHOOD ACTION PARTNERS","SNAPSpokane"
"5411","sniderhockey.org","202885113","ED SNIDER YOUTH HOCKEY FOUNDATION","SniderHockey"
"5412","snowcap.org","237121915","SnowCap Community Charities","SnowCapPDX"
"5413","snowcityarts.org","364240513","SNOW CITY ARTS FOUNDATION","snowcityarts"
"5414","snowfarm.org","63547767","SNOW FARM - THE NEW ENGLAND CRAFT PROGRAM INC","snowfarm"
"5415","snv.wish.org","880371088","MAKE-A-WISH FOUNDATION OF SOUTHERN NEVADA INC","MakeAWish_SNV"
"5416","soarnc.org","581505954","SOAR INC","SOARADHD"
"5417","soaugusta.org","581806334","Augusta Symphony Inc","soaugusta"
"5418","sochicago.org","237026774","SPECIAL CHILDREN'S CHARITIES","SpecialOChi"
"5419","socialcapitalinc.org","760703107","SOCIAL CAPITAL INC","socialcap"
"5420","socialfinance.org","274620963","SOCIAL FINANCE INC","lminboston"
"5421","socialventurepartners.org","202745238","Social Venture Partners Charlotte Inc","SVP_TampaBay"
"5422","socialventurepartners.org","510563566","Social Venture Partners Los Angeles Inc","SVP_TampaBay"
"5423","societyforscience.org","530196483","SOCIETY FOR SCIENCE & THE PUBLIC","Society4Science"
"5424","societypets.org","383322837","SANILAC COUNTY HUMANE SOCIETY","Societypets"
"5425","socompasshouse.org","931294230","COMPASS HOUSE INC","house_compass"
"5426","soct.org","237099756","SPECIAL OLYMPICS CONNECTICUT INC","SOCTconnecticut"
"5427","softbones.org","264619055","SOFT BONES INCTHE US","SoftBonesHPP"
"5428","sohmission.org","741152599","STAR OF HOPE MISSION","StarOfHope"
"5429","sohosandiego.org","237104876","Save Our Heritage Organisation","SYStoreVisit"
"5430","soiowa.org","510176029","SPECIAL OLYMPICS IOWA INC","soiowa"
"5431","sojournercenter.org","942465081","SOJOURNER CENTER","SojournerCenter"
"5432","soky.org","610954571","SPECIAL OLYMPICS KENTUCKY INC","sokentucky"
"5433","soldiersandsailorshall.org","251821862","SOLDIERS & SAILORS MEMORIAL HALL","SSMHnM"
"5434","soldiersangels.org","200583415","SOLDIERS' ANGELS","soldiersangels"
"5435","solebury.org","231365969","SOLEBURY SCHOOL","SoleburySchool"
"5436","soles4souls.org","204023482","SOLES4SOULS INC","Soles4Souls"
"5437","solutionsforchange.org","330902617","SOLUTIONS FOR CHANGE INC","solution4change"
"5438","solvehungertoday.org","363203648","NORTHERN ILLINOIS FOOD BANK","ILfoodbank"
"5439","somosunpueblounido.org","204216836","SOMOS UN PUEBLO UNIDO","Somosunpueblo"
"5440","sonc.org","680363121","Special Olympics Northern California","SONorCal"
"5441","sonj.org","237448729","SPECIAL OLYMPICS NEW JERSEY INC","SONewJersey"
"5442","sonoma.edu","942342146","SONOMA STATE ENTERPRISES INC","SSUCampusRec"
"5443","sonoraninstitute.org","860684610","The Sonoran Institute Inc","sonoraninst"
"5444","sos-usa.org","136188433","SOS CHILDREN'S VILLAGES-USA INC","SOSChildrenUSA"
"5445","sosc.org","954538450","SPECIAL OLYMPICS SOUTHERN","SOSoCal"
"5446","soscs.org","382037588","SOS COMMUNITY SERVICES","SOS_Community"
"5447","sosmemphis.org","621760415","SERVICE OVER SELF INC","SOSmemphis"
"5448","sosmentor.org","954722980","SOSMENTOR","SOSMentors"
"5449","sotterley.org","526037721","HISTORIC SOTTERLEY INC","Sotterley"
"5450","sotx.org","741998367","SPECIAL OLYMPICS TEXAS INC","SOTexas"
"5451","southamptonanimalshelter.com","271019073","THE SOUTHAMPTON ANIMAL SHELTER","ShelterHampton"
"5452","southark.edu","710582373","SOUTH ARKANSAS COMMUNITY COLLEGE FOUNDATION INC","SouthArkCC"
"5453","southarts.org","561129587","SOUTH ARTS INC","southarts"
"5454","southbronxunited.org","264064041","South Bronx United Inc","SBronxUnited"
"5455","southcoast.org","42105745","Southcoast Visiting Nurses Association Inc","SouthcoastHlth"
"5456","southcoast.org","42794625","Southcoast Health System Inc","SouthcoastHlth"
"5457","southernct.edu","61267910","ETHNIC HISTORICAL ARCHIVES","TrueBlueOwls"
"5458","southernrep.com","721088017","SOUTHERN REPERTORY THEATRE","southern_rep"
"5459","southnassau.org","272843521","SOUTH NASSAU COMMUNITIES HOSPITAL","SouthNassau"
"5460","southriverfederation.net","522301464","SOUTH RIVER FEDERATION INC","SouthRiverFed"
"5461","southwings.org","621666910","Southwings Inc","SouthWings"
"5462","spac.org","141466353","SARATOGA PERFORMING ARTS CENTER INC","MagicofSPAC"
"5463","spacecoastsoccer.org","592377476","SPACE COAST UNITED SOCCER CLUB INC","scusc"
"5464","spacescience.org","841215290","SPACE SCIENCE INSTITUTE","spacescienceins"
"5465","spaceworksnyc.org","460633792","Spaceworks NYC Inc","SpaceworksNYC"
"5466","sparkprogram.org","201836547","Spark Program Inc","SparkProgramLA"
"5467","sparksf.org","300305014","Spark","sparksf"
"5468","spayillinois.org","452094195","SPAY ILLINOIS PET WELL CLINICS INC","SPAYILLINOIS"
"5469","spaymemphis.org","621067900","ANIMAL PROTECTION ASSOCIATION INC","spaymemphis"
"5470","spcala.com","951738153","LOS ANGELES SPCA","spcaLA"
"5471","spcanorthbrevard.com","591989109","SPCA of North Brevard Inc","SPCAofNBrevard"
"5472","spcaonline.com","150624378","TOMPKINS COUNTY SPCA","SPCAofTC"
"5473","spcatampabay.org","590715928","SOCIETY FOR THE PREVENTION OF CRUELTY TO","SPCATampaBay"
"5474","speakaboutitonline.com","462088037","SPEAK ABOUT IT INC","wespeakaboutit"
"5475","specialolympicsms.org","510185594","SPECIAL OLYMPICS MISSISSIPPI","SpclOlympicsMS"
"5476","specialolympicspa.org","232078543","Special Olympics of pennsylvania inc","SpecialOlympiPA"
"5477","specialolympicsri.org","50377867","SPECIAL OLYMPICS RHODE ISLAND INC","SORhodeIsland"
"5478","specialolympicstn.org","237348136","SPECIAL OLYMPICS TENNESSEE INC","SOTennessee"
"5479","specialopssurvivors.org","810567790","Special Ops Survivors","OpsSurvivors"
"5480","spectrumgenerations.org","10318051","CENTRAL MAINE AREA AGENCY ON AGING INC","SpectrumGen"
"5481","spectrumvt.org","30253232","SPECTRUM YOUTH & FAMILY SERVICES","SpectrumVT"
"5482","spfb.org","751904829","SOUTH PLAINS FOOD BANK INC","ab_mcgough"
"5483","spifriendsofanimalrescue.com","454790821","FRIENDS OF ANIMAL RESCUE","SPI_Friends"
"5484","spininc.org","231742920","SPECIAL PEOPLE IN NORTHEAST INC","spin_inc"
"5485","spiritofgivingnetwork.com","650765570","SPIRIT OF GIVING NETWORK INC","SOGNetwork"
"5486","spoffordhome.org","440546277","SPOFFORD","SpoffordHome"
"5487","spokanehoopfest.net","911505510","SPOKANE HOOPFEST ASSOCIATION","SpokaneHoopfest"
"5488","spokaneparksfoundation.org","916033504","SPOKANE PARKS FOUNDATION","SpokaneParksFdn"
"5489","spoonsacrossamerica.org","743030135","FROM FARM TO TABLE INC","SpoonsAAmerica"
"5490","sportable.org","208924701","SPORTABLE RICHMOND ADAPTIVE SPORTS AND","SportableRVA"
"5491","sportsmensalliance.org","310941103","THE UNITED STATES SPORTSMEN'S","SportsmensAll"
"5492","sportsmuseum.org","42637109","THE SPORTS MUSEUM OF NEW ENGLAND INC","TheSportsMuseum"
"5493","springboardcollaborative.org","453719806","SPRINGBOARD COLLABORATIVE","springboardNTL"
"5494","springfield.edu","42104329","SPRINGFIELD COLLEGE","SpfldCollege"
"5495","springfieldballet.org","431089752","SPRINGFIELD BALLET INC","SpfldBallet"
"5496","springfieldsymphony.org","42210746","SPRINGFIELD SYMPHONY ORCHESTRA INC","SpfldSymphony"
"5497","springfieldy.org","42313311","DUNBAR COMMUNITY CENTER INC","YMCASpringfield"
"5498","spu.edu","910565553","SEATTLE PACIFIC UNIVERSITY","BethDouglass"
"5499","spyhop.org","870642304","SPY HOP PRODUCTIONS","spy_hop"
"5500","srla.org","954430502","Students Run America","SRLA"
"5501","sscmusic.org","42470761","South Shore Conservatory of Music Inc","SSConservatory"
"5502","sshsa.org","546053001","STEAMSHIP HISTORICAL SOCIETY OF AMERICA","SSHSA"
"5503","ssmhealth.com","731279603","Lee Dewey Corporation","SLUHospital"
"5504","ssmhealth.com","431273310","SSM St Clare Health Center Foundation","SSMHealthSTL"
"5505","ssmhealth.com","466029223","SSM HEALTH CARE CORPORATION","SSMHealthSTL"
"5506","ssmhealth.com","364636691","St Mary's Hospital Foundation","SLUHospital"
"5507","ssmhealth.com","364170833","St Mary's - Good Samaritan Inc","SLUHospital"
"5508","ssmhealth.com","730657693","SSM Health Care of Oklahoma","SSMHealthSTL"
"5509","ssmhealth.com","431333488","SSM Health Businesses","SSMHealthSTL"
"5510","ssmhealth.com","262884795","Good Samaritan Regional Health Center Foundation","SLUHospital"
"5511","ssmhealth.com","431940683","St Clare Health Care Foundation Inc","SSMHealthSTL"
"5512","ssmhealth.com","370662580","St Mary's Hospital Centralia Illinois","SLUHospital"
"5513","ssmhealth.com","430738490","SSM Cardinal Glennon Children's Hospital","SLUHospital"
"5514","ssseva.org","546069786","SOUTHEASTERN VIRGINIA AREAWIDE MODEL PROGRAM INC","SeniorSSSEVA"
"5515","sssrome.it","980013401","ST STEPHEN'S SCHOOL","StStephensRome"
"5516","ssvdp.org","742763690","Society of St Vincent de Paul - Diocesan Council of Austin","SVDPAustin"
"5517","ssymca.org","42105881","South Shore YMCA","ssymca"
"5518","st-cath.org","141338455","ST CATHERINE'S CENTER FOR CHILDREN","StCathCenter"
"5519","st-marys.org","550357050","St Mary's Medical Center","StMarysMed"
"5520","stageone.org","610466715","STAGE ONE THE LOUISVILLE CHILDREN'S","StageOneFamily"
"5521","standamongfriends.org","650357736","STAND AMONG FRIENDS INC","standamong"
"5522","standwithus.com","10566033","ISRAEL EMERGENCY ALLIANCE","StandWithUs"
"5523","stanfordhealthcare.org","946174066","STANFORD HEALTH CARE","StanfordHealth"
"5524","stannshome.com","381872660","ST ANN'S HOME INC","cbaker90"
"5525","stanthonysmedcenter.com","431784536","ST ANTHONY'S PHYSICIAN ORGANIZATION","StAnthonysSTL"
"5526","starfishcharity.org","203622548","STARFISH GREATHEARTS FOUNDATION","StarfishUK"
"5527","starisland.org","46000828","The Star Island Corporation","StarIslandCorp"
"5528","starkloff.org","841616567","STARKLOFF DISABILITY INSTITUTE","SDI_Disability"
"5529","starlight.org","133442216","STARLIGHT CHILDREN'S FOUNDATION NYNJCT","StarlightUS"
"5530","starr.org","381359593","STARR COMMONWEALTH","StarrCommon"
"5531","statenislandmuseum.org","135564127","Staten Island Institute of Arts and","SIMuseum"
"5532","statestreetballet.com","860717486","STATE STREET BALLET","StateStBallet"
"5533","stayaliveandfree.org","943171846","Alive and Free","AliveAndFreeRx"
"5534","stbaldricks.org","201173824","ST BALDRICKS FOUNDATION INC","StBaldricks"
"5535","stbarnabashealthsystem.com","510511632","ST BARNABAS NURSING HOME INC","stbfreecarefund"
"5536","stbarnabashealthsystem.com","542153828","THE VILLAGE AT ST BARNABAS INC","stbfreecarefund"
"5537","stbarnabashealthsystem.com","510511685","ST BARNABAS CHARITIES INC","stbfreecarefund"
"5538","stchlibraryfoundation.org","431860793","ST CHARLES CITY COUNTY LIBRARY FOUNDATION","SCLibFoundation"
"5539","stclairfoundation.org","201649237","THE COMMUNITY RENAISSANCE FUND","GiveLocalMi"
"5540","stclairfoundation.org","381872132","COMMUNITY FOUNDATION OF","GiveLocalMi"
"5541","stcloudstate.edu","416019040","ST CLOUD STATE UNIVERSITY FOUNDATION INC","SCSU_Recovery"
"5542","stcloudstate.edu","416039732","ST CLOUD STATE ALUMNI ASSOCIATION","SCSU_Recovery"
"5543","stcoletta.org","522387329","ST COLETTA SPECIAL EDUCATION PUBLIC","stcoletta"
"5544","stcoletta.org","540968224","SAINT COLETTA OF GREATER WASHINGTON INC","stcoletta"
"5545","stdavidsfoundation.org","741356589","St David's Foundation","StDavidsFDN"
"5546","steamboatinstitute.org","262096621","THE STEAMBOAT INSTITUTE","Steamboat_Inst"
"5547","stedwards.edu","741109641","ST EDWARDS UNIVERSITY","SEUxMSB"
"5548","stepinac.org","133919454","STEPINAC HIGH SCHOOL FOUNDATION INC","StepinacAlumni"
"5549","steppenwolf.org","510149370","STEPPENWOLF THEATRE COMPANY","SteppenwolfThtr"
"5550","steppingstonesohio.org","310671799","STEPPING STONES INC","SSOhioInc"
"5551","stepuponsecond.org","954109386","STEP UP ON SECOND STREET INC","stepuponsecond"
"5552","sterling.edu","480543728","STERLING COLLEGE","SterlingCLife"
"5553","stetson.edu","590624416","Stetson University Inc","stetsonalumni"
"5554","stewardschool.org","510251819","THE STEWARD SCHOOL FOUNDATION","StewardSchool"
"5555","stewardscr.org","943039895","Stewards of the Coast and Redwoods","Stewardsofparks"
"5556","stfbr.org","208037093","SHIH TZUS AND FURBABIES INC","resqpups"
"5557","sthumane.org","720543369","ST TAMMANY HUMANE SOCIETY","HumaneStTammany"
"5558","stimson.org","521640938","THE HENRY L STIMSON CENTER","StimsonCenter"
"5559","stisidore.org","680026924","St Isidore Parochial School Foundation","stisidoreschool"
"5560","stjohns.edu","111630830","St Johns University","stjohnsalumni"
"5561","stjosephctr.org","953874381","ST JOSEPH CENTER","StJosephCtr"
"5562","stjudeclassic.com","620676258","YOUTH PROGRAMS INC","fesjcmemphis"
"5563","stkath.org","272912448","Saint Katherine College","stkath"
"5564","stlcop.edu","430652675","St Louis Colllege of Pharmacy","STLCOPedu"
"5565","stlfoodbank.org","431253102","ST LOUIS AREA FOOD BANK INC","STLFoodbank"
"5566","stlukescornwallhospital.org","141340054","ST LUKE'S CORNWALL HOSPITAL","SLCHospital"
"5567","stmartin.edu","910564993","SAINT MARTINS UNIVERSITY","Saints_Alumni"
"5568","stmarys-ca.edu","941156599","SAINT MARY'S COLLEGE OF CALIFORNIA","stmarysca"
"5569","stmaryskids.org","113360276","ST MARY'S COMMUNITY CARE PROFESSIONALS CORP","StMarysKidsNY"
"5570","stmarytx.edu","741143128","St Mary's University","StMarysU"
"5571","stmnational.org","202801018","STOP THE MADNESS NATIONAL INC","STMNational"
"5572","stmsc.org","951957332","St Madeleine Sophies Center Inc","SMSophiesCenter"
"5573","stockton.edu","263166908","Stockton Aviation Research & Technology","STKManahawkin"
"5574","stokespfc.com","561888024","STOKES PARTNERSHIP FOR","spforchildren"
"5575","stompthemonster.org","273802796","STOMP THE MONSTER","StomptheMonster"
"5576","stonehamtheatre.org","43521896","STONEHAM THEATRE CORPORATION","StonehamTheatre"
"5577","stonewallnationalmuseum.org","650139829","STONEWALL LIBRARY AND ARCHIVES INC","StonewallMuseum"
"5578","stonybrook.edu","116077945","Stony Brook Foundation Inc","stonybrookalum"
"5579","stopitnow.org","43150129","STOP IT NOW INC","StopItNow"
